Mean,StdDev,Min,Max,Range,Prediction
0.42456979178476073,0.056757038542530405,0.3668865543961676,0.510742080344308,0.14385552594814044,Attack
0.3674986090094539,0.0439675149866649,0.3126359145885111,0.4465785622613729,0.1339426476728618,Attack
0.3770567919248763,0.0489943955563214,0.2953275261416619,0.4428859639113069,0.147558437769645,Attack
0.3873601920353214,0.09257033501229874,0.2874798149080999,0.5371961258268546,0.24971631091875474,Attack
0.3949505317556624,0.049874478067491956,0.2855168338138606,0.4554865654281589,0.1699697316142983,Attack
0.36669096098553144,0.05628429648926093,0.2701210402712822,0.4329039036511912,0.162782863379909,Attack
0.38780571721796664,0.04584239867783629,0.2824682027300618,0.4454973502178523,0.16302914748779052,Attack
0.3558363510903648,0.05861889279304411,0.2618713433414086,0.4434612176291876,0.181589874287779,Attack
0.4349008506996306,0.07161323977910715,0.3170973838347198,0.5242085570194556,0.20711117318473576,Attack
0.3873037560066982,0.06682623399606916,0.3112984827410572,0.4981430748714441,0.1868445921303869,Attack
0.44819448579467097,0.05579724728751744,0.3486278298728471,0.5385181185430085,0.1898902886701614,Attack
0.38869780924726605,0.05585711735602479,0.2928240807680813,0.4602959385338074,0.1674718577657261,Attack
0.4078662315500723,0.08421830519045505,0.2938965311994963,0.5156137360343273,0.22171720483483093,Attack
0.3928539041872565,0.05799474007016404,0.2823211960221123,0.4864715852552406,0.20415038923312828,Attack
0.41125049590347834,0.04865467778727192,0.3329200455638698,0.5006191982237093,0.16769915265983948,Attack
0.36996479452388575,0.0626269875647123,0.2883911370754549,0.4718429272807529,0.183451790205298,Attack
0.3883817841816747,0.05211768454269258,0.3257211323937573,0.472162422055048,0.14644128966129072,Attack
0.34739526246375707,0.0653532378206422,0.2882231739836925,0.4659855931430019,0.1777624191593094,Attack
0.399427343889324,0.0417264943653104,0.3294100492169928,0.4586025794236647,0.12919253020667193,Attack
0.37809423691957633,0.0668955798478398,0.2976203559695339,0.5038461850771461,0.20622582910761217,Attack
0.36981266630482695,0.06115367824555418,0.3036677716274427,0.4792509603202775,0.1755831886928348,Attack
0.40659992945969253,0.07504129411505026,0.3301016223789806,0.5510941945465834,0.22099257216760276,Attack
0.388962147382792,0.0751028747350669,0.3014916485938245,0.5225227924959557,0.2210311439021312,Attack
0.3967502572584608,0.04398343431888084,0.3044041828215085,0.4555008234650667,0.1510966406435582,Attack
0.3786212031378492,0.07802238030875025,0.3044198086040176,0.5242637768401548,0.21984396823613717,Attack
0.4023752304243596,0.0716553025397819,0.2846928956955928,0.5501725692412646,0.26547967354567176,Attack
0.3853473033158378,0.07877366376757362,0.262921629926208,0.5306566837293771,0.26773505380316914,Attack
0.4112697014021066,0.08151815304488261,0.328262941407499,0.5389540030794657,0.21069106167196672,Attack
0.4160830868455518,0.06993708965240278,0.2930842971557755,0.514283563062071,0.22119926590629552,Attack
0.37402093768970757,0.047801452372870354,0.318028826134518,0.4696529412929711,0.1516241151584531,Attack
0.40927660878795347,0.0599346697160502,0.3437070967098602,0.5302054850984629,0.18649838838860266,Attack
0.4028356845709154,0.0593898879713299,0.2855071421994522,0.4926255858493361,0.20711844364988385,Attack
0.3703251378964765,0.043092846032528616,0.3049190335927182,0.4444507260180583,0.13953169242534008,Attack
0.40153507566557584,0.08417530949934005,0.3078375202777374,0.5425741136875711,0.23473659340983372,Attack
0.366813312052093,0.08098626592742951,0.2683680693798214,0.5319264331569608,0.26355836377713937,Attack
0.3531184371357724,0.031311185677685115,0.3090043497956412,0.4091756797107942,0.10017132991515304,Attack
0.3893500903241654,0.08159635658191108,0.2748122478556145,0.4983548698199452,0.22354262196433072,Attack
0.3862237108099504,0.10071439847700825,0.2754927580761965,0.5502219987862147,0.2747292407100182,Attack
0.4110694467991238,0.06084647456549922,0.3309089150509364,0.5261166791082034,0.19520776405726697,Attack
0.3951464434772381,0.0955071878719163,0.2750313419769666,0.5311563055692268,0.25612496359226017,Attack
0.4001235153449458,0.061672317180554256,0.2778313576477414,0.4854707690322448,0.20763941138450337,Attack
0.38716073607551477,0.06173031096871936,0.2964421346257692,0.4994999660873143,0.2030578314615451,Attack
0.4091232723017565,0.05917054736941185,0.2950280160536794,0.4698810593100354,0.17485304325635598,Attack
0.3722388161829553,0.047189310376925614,0.2794246404579799,0.4338510439125957,0.15442640345461583,Attack
0.3763482034872159,0.09109963865905507,0.2591451363282986,0.4987550285983652,0.23960989227006657,Attack
0.40040433479707094,0.06819269047946971,0.2842807517381538,0.5023643852114849,0.21808363347333104,Attack
0.4039613471919221,0.06301654888567637,0.2900542249008545,0.472004590069525,0.18195036516867052,Attack
0.36757817404270765,0.058538172381732874,0.2996159938429483,0.4687897185757477,0.1691737247327994,Attack
0.4143494881565328,0.05962960603410989,0.3296583714941791,0.5273178583267287,0.19765948683254964,Attack
0.38187868560116645,0.07694332385636031,0.3012169098368167,0.5200096147049705,0.21879270486815383,Attack
0.42011935568717657,0.05412597443744044,0.336846559192816,0.5300617541979208,0.1932151950051048,Attack
0.40052267886350945,0.06480466355284152,0.292741420003174,0.4723629868433223,0.1796215668401483,Attack
0.4021036422336284,0.02444249695304185,0.3666707438058668,0.4342236958460052,0.06755295204013839,Attack
0.38495234781029775,0.06861435515320773,0.2759858872256631,0.4786471912117969,0.2026613039861338,Attack
0.39241242979577373,0.056460788294358265,0.3073401845245063,0.498982903904119,0.1916427193796127,Attack
0.40103345466591894,0.05780700746145218,0.3186388057304897,0.4867290949731816,0.16809028924269193,Attack
0.38063844633353927,0.06807743013360563,0.2904279930254522,0.4883168927217644,0.19788889969631218,Attack
0.3775349860350892,0.050656904468489736,0.3050417316832701,0.4663687433251864,0.16132701164191632,Attack
0.37949098824172156,0.06661169892064202,0.2713234506023176,0.5103063596518382,0.23898290904952063,Attack
0.3711837404966221,0.03266963138732067,0.3220025755551663,0.4174459046216274,0.09544332906646108,Attack
0.3841043079947505,0.05375999066364348,0.3074039167654562,0.4873562067607704,0.1799522899953142,Attack
0.3801572526605991,0.07486120947138367,0.2939342307427292,0.5111818179753517,0.2172475872326225,Attack
0.380992983910431,0.06327194573929606,0.2870635867702311,0.4534417372903738,0.1663781505201427,Attack
