S.No.,Current Status,Recommended Weapon,Command Sent,Armed Weapon,Expected Next Status,Fired?,Class
98,Unarmed,None,None,None,Unarmed,No,Non-Malicious
99,Unarmed,None,None,None,Unarmed,No,Non-Malicious
100,Unarmed,None,None,None,Unarmed,No,Non-Malicious
101,Unarmed,None,None,None,Unarmed,No,Non-Malicious
102,Unarmed,None,None,None,Unarmed,No,Non-Malicious
103,Unarmed,None,None,None,Unarmed,No,Non-Malicious
104,Unarmed,None,None,None,Unarmed,No,Non-Malicious
105,Unarmed,None,None,None,Unarmed,No,Non-Malicious
106,Unarmed,None,None,None,Unarmed,No,Non-Malicious
107,Unarmed,None,None,None,Unarmed,No,Non-Malicious
108,Unarmed,None,None,None,Unarmed,No,Non-Malicious
109,Unarmed,None,None,None,Unarmed,No,Non-Malicious
110,Unarmed,None,None,None,Unarmed,No,Non-Malicious
111,Unarmed,None,None,None,Unarmed,No,Non-Malicious
112,Unarmed,None,None,None,Unarmed,No,Non-Malicious
113,Unarmed,None,None,None,Unarmed,No,Non-Malicious
114,Unarmed,None,None,None,Unarmed,No,Non-Malicious
115,Unarmed,None,None,None,Unarmed,No,Non-Malicious
116,Unarmed,None,None,None,Unarmed,No,Non-Malicious
117,Unarmed,None,None,None,Unarmed,No,Non-Malicious
118,Unarmed,None,None,None,Unarmed,No,Non-Malicious
119,Unarmed,None,None,None,Unarmed,No,Non-Malicious
120,Unarmed,None,None,None,Unarmed,No,Non-Malicious
121,Unarmed,None,None,None,Unarmed,No,Non-Malicious
122,Unarmed,None,None,None,Unarmed,No,Non-Malicious
123,Unarmed,None,None,None,Unarmed,No,Non-Malicious
124,Unarmed,None,None,None,Unarmed,No,Non-Malicious
125,Unarmed,None,None,None,Unarmed,No,Non-Malicious
126,Unarmed,None,None,None,Unarmed,No,Non-Malicious
127,Unarmed,None,None,None,Unarmed,No,Non-Malicious
128,Unarmed,None,None,None,Unarmed,No,Non-Malicious
129,Unarmed,None,None,None,Unarmed,No,Non-Malicious
130,Unarmed,None,None,None,Unarmed,No,Non-Malicious
131,Unarmed,None,None,None,Unarmed,No,Non-Malicious
132,Unarmed,None,None,None,Unarmed,No,Non-Malicious
133,Unarmed,None,None,None,Unarmed,No,Non-Malicious
134,Unarmed,None,None,None,Unarmed,No,Non-Malicious
135,Unarmed,None,None,None,Unarmed,No,Non-Malicious
136,Unarmed,None,None,None,Unarmed,No,Non-Malicious
137,Unarmed,None,None,None,Unarmed,No,Non-Malicious
138,Unarmed,None,None,None,Unarmed,No,Non-Malicious
139,Unarmed,None,None,None,Unarmed,No,Non-Malicious
140,Unarmed,None,None,None,Unarmed,No,Non-Malicious
141,Unarmed,None,None,None,Unarmed,No,Non-Malicious
142,Unarmed,None,None,None,Unarmed,No,Non-Malicious
143,Unarmed,None,None,None,Unarmed,No,Non-Malicious
144,Unarmed,None,None,None,Unarmed,No,Non-Malicious
145,Unarmed,None,None,None,Unarmed,No,Non-Malicious
146,Unarmed,None,None,None,Unarmed,No,Non-Malicious
147,Unarmed,None,None,None,Unarmed,No,Non-Malicious
148,Unarmed,None,None,None,Unarmed,No,Non-Malicious
149,Unarmed,None,None,None,Unarmed,No,Non-Malicious
150,Unarmed,None,None,None,Unarmed,No,Non-Malicious
151,Unarmed,None,None,None,Unarmed,No,Non-Malicious
152,Unarmed,None,None,None,Unarmed,No,Non-Malicious
153,Unarmed,None,None,None,Unarmed,No,Non-Malicious
154,Unarmed,None,None,None,Unarmed,No,Non-Malicious
155,Unarmed,None,None,None,Unarmed,No,Non-Malicious
156,Unarmed,None,None,None,Unarmed,No,Non-Malicious
157,Unarmed,None,None,None,Unarmed,No,Non-Malicious
158,Unarmed,None,None,None,Unarmed,No,Non-Malicious
159,Unarmed,None,None,None,Unarmed,No,Non-Malicious
160,Unarmed,None,None,None,Unarmed,No,Non-Malicious
161,Unarmed,None,None,None,Unarmed,No,Non-Malicious
162,Unarmed,None,None,None,Unarmed,No,Non-Malicious
163,Unarmed,None,None,None,Unarmed,No,Non-Malicious
164,Unarmed,None,None,None,Unarmed,No,Non-Malicious
165,Unarmed,None,None,None,Unarmed,No,Non-Malicious
166,Unarmed,None,None,None,Unarmed,No,Non-Malicious
167,Unarmed,None,None,None,Unarmed,No,Non-Malicious
168,Unarmed,None,None,None,Unarmed,No,Non-Malicious
169,Unarmed,None,None,None,Unarmed,No,Non-Malicious
170,Unarmed,None,None,None,Unarmed,No,Non-Malicious
171,Unarmed,None,None,None,Unarmed,No,Non-Malicious
172,Unarmed,None,None,None,Unarmed,No,Non-Malicious
173,Unarmed,None,None,None,Unarmed,No,Non-Malicious
174,Unarmed,None,None,None,Unarmed,No,Non-Malicious
175,Unarmed,None,None,None,Unarmed,No,Non-Malicious
176,Unarmed,None,None,None,Unarmed,No,Non-Malicious
177,Unarmed,None,None,None,Unarmed,No,Non-Malicious
178,Unarmed,None,None,None,Unarmed,No,Non-Malicious
179,Unarmed,None,None,None,Unarmed,No,Non-Malicious
180,Unarmed,None,None,None,Unarmed,No,Non-Malicious
181,Unarmed,None,None,None,Unarmed,No,Non-Malicious
182,Unarmed,None,None,None,Unarmed,No,Non-Malicious
183,Unarmed,None,None,None,Unarmed,No,Non-Malicious
184,Unarmed,None,None,None,Unarmed,No,Non-Malicious
185,Unarmed,None,None,None,Unarmed,No,Non-Malicious
186,Unarmed,None,None,None,Unarmed,No,Non-Malicious
187,Unarmed,None,None,None,Unarmed,No,Non-Malicious
188,Unarmed,None,None,None,Unarmed,No,Non-Malicious
189,Unarmed,None,None,None,Unarmed,No,Non-Malicious
190,Unarmed,None,None,None,Unarmed,No,Non-Malicious
191,Unarmed,None,None,None,Unarmed,No,Non-Malicious
192,Unarmed,None,None,None,Unarmed,No,Non-Malicious
193,Unarmed,None,None,None,Unarmed,No,Non-Malicious
194,Unarmed,None,None,None,Unarmed,No,Non-Malicious
195,Unarmed,None,None,None,Unarmed,No,Non-Malicious
196,Unarmed,None,None,None,Unarmed,No,Non-Malicious
197,Unarmed,None,None,None,Unarmed,No,Non-Malicious
198,Unarmed,None,None,None,Unarmed,No,Non-Malicious
199,Unarmed,None,None,None,Unarmed,No,Non-Malicious
200,Unarmed,None,None,None,Unarmed,No,Non-Malicious
201,Unarmed,None,None,None,Unarmed,No,Non-Malicious
202,Unarmed,None,None,None,Unarmed,No,Non-Malicious
203,Unarmed,None,None,None,Unarmed,No,Non-Malicious
204,Unarmed,None,None,None,Unarmed,No,Non-Malicious
205,Unarmed,None,None,None,Unarmed,No,Non-Malicious
206,Unarmed,None,None,None,Unarmed,No,Non-Malicious
207,Unarmed,None,None,None,Unarmed,No,Non-Malicious
208,Unarmed,None,None,None,Unarmed,No,Non-Malicious
209,Unarmed,None,None,None,Unarmed,No,Non-Malicious
210,Unarmed,None,None,None,Unarmed,No,Non-Malicious
211,Unarmed,None,None,None,Unarmed,No,Non-Malicious
212,Unarmed,None,None,None,Unarmed,No,Non-Malicious
213,Unarmed,None,None,None,Unarmed,No,Non-Malicious
214,Unarmed,None,None,None,Unarmed,No,Non-Malicious
215,Unarmed,None,None,None,Unarmed,No,Non-Malicious
216,Unarmed,None,None,None,Unarmed,No,Non-Malicious
217,Unarmed,None,None,None,Unarmed,No,Non-Malicious
218,Unarmed,None,None,None,Unarmed,No,Non-Malicious
219,Unarmed,None,None,None,Unarmed,No,Non-Malicious
220,Unarmed,None,None,None,Unarmed,No,Non-Malicious
221,Unarmed,None,None,None,Unarmed,No,Non-Malicious
222,Unarmed,None,None,None,Unarmed,No,Non-Malicious
223,Unarmed,None,None,None,Unarmed,No,Non-Malicious
224,Unarmed,None,None,None,Unarmed,No,Non-Malicious
225,Unarmed,None,None,None,Unarmed,No,Non-Malicious
226,Unarmed,None,None,None,Unarmed,No,Non-Malicious
227,Unarmed,None,None,None,Unarmed,No,Non-Malicious
228,Unarmed,None,None,None,Unarmed,No,Non-Malicious
229,Unarmed,None,None,None,Unarmed,No,Non-Malicious
230,Unarmed,None,None,None,Unarmed,No,Non-Malicious
231,Unarmed,None,None,None,Unarmed,No,Non-Malicious
232,Unarmed,None,None,None,Unarmed,No,Non-Malicious
233,Unarmed,None,None,None,Unarmed,No,Non-Malicious
234,Unarmed,None,None,None,Unarmed,No,Non-Malicious
235,Unarmed,None,None,None,Unarmed,No,Non-Malicious
236,Unarmed,None,None,None,Unarmed,No,Non-Malicious
237,Unarmed,None,None,None,Unarmed,No,Non-Malicious
238,Unarmed,None,None,None,Unarmed,No,Non-Malicious
239,Unarmed,None,None,None,Unarmed,No,Non-Malicious
240,Unarmed,None,None,None,Unarmed,No,Non-Malicious
241,Unarmed,None,None,None,Unarmed,No,Non-Malicious
242,Unarmed,None,None,None,Unarmed,No,Non-Malicious
243,Unarmed,None,None,None,Unarmed,No,Non-Malicious
244,Unarmed,None,None,None,Unarmed,No,Non-Malicious
245,Unarmed,None,None,None,Unarmed,No,Non-Malicious
246,Unarmed,None,None,None,Unarmed,No,Non-Malicious
247,Unarmed,None,None,None,Unarmed,No,Non-Malicious
248,Unarmed,None,None,None,Unarmed,No,Non-Malicious
249,Unarmed,None,None,None,Unarmed,No,Non-Malicious
250,Unarmed,None,None,None,Unarmed,No,Non-Malicious
251,Unarmed,None,None,None,Unarmed,No,Non-Malicious
252,Unarmed,None,None,None,Unarmed,No,Non-Malicious
253,Unarmed,None,None,None,Unarmed,No,Non-Malicious
254,Unarmed,None,None,None,Unarmed,No,Non-Malicious
255,Unarmed,None,None,None,Unarmed,No,Non-Malicious
256,Unarmed,None,None,None,Unarmed,No,Non-Malicious
257,Unarmed,None,None,None,Unarmed,No,Non-Malicious
258,Unarmed,None,None,None,Unarmed,No,Non-Malicious
259,Unarmed,None,None,None,Unarmed,No,Non-Malicious
260,Unarmed,None,None,None,Unarmed,No,Non-Malicious
261,Unarmed,None,None,None,Unarmed,No,Non-Malicious
262,Unarmed,None,None,None,Unarmed,No,Non-Malicious
263,Unarmed,None,None,None,Unarmed,No,Non-Malicious
264,Unarmed,None,None,None,Unarmed,No,Non-Malicious
265,Unarmed,None,None,None,Unarmed,No,Non-Malicious
266,Unarmed,None,None,None,Unarmed,No,Non-Malicious
267,Unarmed,None,None,None,Unarmed,No,Non-Malicious
268,Unarmed,None,None,None,Unarmed,No,Non-Malicious
269,Unarmed,None,None,None,Unarmed,No,Non-Malicious
270,Unarmed,None,None,None,Unarmed,No,Non-Malicious
271,Unarmed,None,None,None,Unarmed,No,Non-Malicious
272,Unarmed,None,None,None,Unarmed,No,Non-Malicious
273,Unarmed,None,None,None,Unarmed,No,Non-Malicious
274,Unarmed,None,None,None,Unarmed,No,Non-Malicious
275,Unarmed,Light Torpedo,None,None,Unarmed,No,Non-Malicious
276,Unarmed,Light Torpedo,Arm_Light,None,Armed,No,Non-Malicious
277,Armed,Light Torpedo,None,Light Torpedo,Armed,No,Non-Malicious
278,Armed,Light Torpedo,Fire,Light Torpedo,Unarmed,No,Non-Malicious
279,Unarmed,None,None,None,Unarmed,Yes,Non-Malicious
280,Unarmed,None,None,None,Unarmed,No,Non-Malicious
281,Unarmed,None,None,None,Unarmed,No,Non-Malicious
282,Unarmed,None,None,None,Unarmed,No,Non-Malicious
283,Unarmed,None,None,None,Unarmed,No,Non-Malicious
284,Unarmed,None,None,None,Unarmed,No,Non-Malicious
285,Unarmed,None,None,None,Unarmed,No,Non-Malicious
286,Unarmed,None,None,None,Unarmed,No,Non-Malicious
287,Unarmed,None,None,None,Unarmed,No,Non-Malicious
288,Unarmed,None,None,None,Unarmed,No,Non-Malicious
289,Unarmed,None,None,None,Unarmed,No,Non-Malicious
290,Unarmed,None,None,None,Unarmed,No,Non-Malicious
291,Unarmed,None,None,None,Unarmed,No,Non-Malicious
292,Unarmed,None,None,None,Unarmed,No,Non-Malicious
293,Unarmed,None,None,None,Unarmed,No,Non-Malicious
294,Unarmed,None,None,None,Unarmed,No,Non-Malicious
295,Unarmed,None,None,None,Unarmed,No,Non-Malicious
296,Unarmed,None,None,None,Unarmed,No,Non-Malicious
297,Unarmed,None,None,None,Unarmed,No,Non-Malicious
298,Unarmed,None,None,None,Unarmed,No,Non-Malicious
299,Unarmed,None,None,None,Unarmed,No,Non-Malicious
300,Unarmed,None,None,None,Unarmed,No,Non-Malicious
301,Unarmed,None,None,None,Unarmed,No,Non-Malicious
302,Unarmed,None,None,None,Unarmed,No,Non-Malicious
303,Unarmed,None,None,None,Unarmed,No,Non-Malicious
304,Unarmed,None,None,None,Unarmed,No,Non-Malicious
305,Unarmed,None,None,None,Unarmed,No,Non-Malicious
306,Unarmed,None,None,None,Unarmed,No,Non-Malicious
307,Unarmed,None,None,None,Unarmed,No,Non-Malicious
308,Unarmed,None,None,None,Unarmed,No,Non-Malicious
309,Unarmed,None,None,None,Unarmed,No,Non-Malicious
310,Unarmed,None,None,None,Unarmed,No,Non-Malicious
311,Unarmed,None,None,None,Unarmed,No,Non-Malicious
312,Unarmed,None,None,None,Unarmed,No,Non-Malicious
313,Unarmed,None,None,None,Unarmed,No,Non-Malicious
314,Unarmed,None,None,None,Unarmed,No,Non-Malicious
315,Unarmed,None,None,None,Unarmed,No,Non-Malicious
316,Unarmed,None,None,None,Unarmed,No,Non-Malicious
317,Unarmed,None,None,None,Unarmed,No,Non-Malicious
318,Unarmed,None,None,None,Unarmed,No,Non-Malicious
319,Unarmed,None,None,None,Unarmed,No,Non-Malicious
320,Unarmed,None,None,None,Unarmed,No,Non-Malicious
321,Unarmed,None,None,None,Unarmed,No,Non-Malicious
322,Unarmed,None,None,None,Unarmed,No,Non-Malicious
323,Unarmed,None,None,None,Unarmed,No,Non-Malicious
324,Unarmed,None,None,None,Unarmed,No,Non-Malicious
325,Unarmed,None,None,None,Unarmed,No,Non-Malicious
326,Unarmed,None,None,None,Unarmed,No,Non-Malicious
327,Unarmed,None,None,None,Unarmed,No,Non-Malicious
328,Unarmed,None,None,None,Unarmed,No,Non-Malicious
329,Unarmed,None,None,None,Unarmed,No,Non-Malicious
330,Unarmed,None,None,None,Unarmed,No,Non-Malicious
331,Unarmed,None,None,None,Unarmed,No,Non-Malicious
332,Unarmed,None,None,None,Unarmed,No,Non-Malicious
333,Unarmed,None,None,None,Unarmed,No,Non-Malicious
334,Unarmed,None,None,None,Unarmed,No,Non-Malicious
335,Unarmed,None,None,None,Unarmed,No,Non-Malicious
336,Unarmed,None,None,None,Unarmed,No,Non-Malicious
337,Unarmed,None,None,None,Unarmed,No,Non-Malicious
338,Unarmed,None,None,None,Unarmed,No,Non-Malicious
339,Unarmed,None,None,None,Unarmed,No,Non-Malicious
340,Unarmed,None,None,None,Unarmed,No,Non-Malicious
341,Unarmed,None,None,None,Unarmed,No,Non-Malicious
342,Unarmed,None,None,None,Unarmed,No,Non-Malicious
343,Unarmed,None,None,None,Unarmed,No,Non-Malicious
344,Unarmed,None,None,None,Unarmed,No,Non-Malicious
345,Unarmed,None,None,None,Unarmed,No,Non-Malicious
346,Unarmed,None,None,None,Unarmed,No,Non-Malicious
347,Unarmed,None,None,None,Unarmed,No,Non-Malicious
348,Unarmed,None,None,None,Unarmed,No,Non-Malicious
349,Unarmed,None,None,None,Unarmed,No,Non-Malicious
350,Unarmed,None,None,None,Unarmed,No,Non-Malicious
351,Unarmed,None,None,None,Unarmed,No,Non-Malicious
352,Unarmed,None,None,None,Unarmed,No,Non-Malicious
353,Unarmed,None,None,None,Unarmed,No,Non-Malicious
354,Unarmed,None,None,None,Unarmed,No,Non-Malicious
355,Unarmed,None,None,None,Unarmed,No,Non-Malicious
356,Unarmed,None,None,None,Unarmed,No,Non-Malicious
357,Unarmed,None,None,None,Unarmed,No,Non-Malicious
358,Unarmed,None,None,None,Unarmed,No,Non-Malicious
359,Unarmed,None,None,None,Unarmed,No,Non-Malicious
360,Unarmed,None,None,None,Unarmed,No,Non-Malicious
361,Unarmed,None,None,None,Unarmed,No,Non-Malicious
362,Unarmed,None,None,None,Unarmed,No,Non-Malicious
363,Unarmed,None,None,None,Unarmed,No,Non-Malicious
364,Unarmed,None,None,None,Unarmed,No,Non-Malicious
365,Unarmed,None,None,None,Unarmed,No,Non-Malicious
366,Unarmed,None,None,None,Unarmed,No,Non-Malicious
367,Unarmed,None,None,None,Unarmed,No,Non-Malicious
368,Unarmed,None,None,None,Unarmed,No,Non-Malicious
369,Unarmed,None,None,None,Unarmed,No,Non-Malicious
370,Unarmed,None,None,None,Unarmed,No,Non-Malicious
371,Unarmed,None,None,None,Unarmed,No,Non-Malicious
372,Unarmed,None,None,None,Unarmed,No,Non-Malicious
373,Unarmed,None,None,None,Unarmed,No,Non-Malicious
374,Unarmed,None,None,None,Unarmed,No,Non-Malicious
375,Unarmed,None,None,None,Unarmed,No,Non-Malicious
376,Unarmed,None,None,None,Unarmed,No,Non-Malicious
377,Unarmed,None,None,None,Unarmed,No,Non-Malicious
378,Unarmed,None,None,None,Unarmed,No,Non-Malicious
379,Unarmed,None,None,None,Unarmed,No,Non-Malicious
380,Unarmed,None,None,None,Unarmed,No,Non-Malicious
381,Unarmed,None,None,None,Unarmed,No,Non-Malicious
382,Unarmed,None,None,None,Unarmed,No,Non-Malicious
383,Unarmed,None,None,None,Unarmed,No,Non-Malicious
384,Unarmed,None,None,None,Unarmed,No,Non-Malicious
385,Unarmed,None,None,None,Unarmed,No,Non-Malicious
386,Unarmed,None,None,None,Unarmed,No,Non-Malicious
387,Unarmed,None,None,None,Unarmed,No,Non-Malicious
388,Unarmed,None,None,None,Unarmed,No,Non-Malicious
389,Unarmed,None,None,None,Unarmed,No,Non-Malicious
390,Unarmed,None,None,None,Unarmed,No,Non-Malicious
391,Unarmed,None,None,None,Unarmed,No,Non-Malicious
392,Unarmed,None,None,None,Unarmed,No,Non-Malicious
393,Unarmed,None,None,None,Unarmed,No,Non-Malicious
394,Unarmed,None,None,None,Unarmed,No,Non-Malicious
395,Unarmed,None,None,None,Unarmed,No,Non-Malicious
396,Unarmed,None,None,None,Unarmed,No,Non-Malicious
397,Unarmed,None,None,None,Unarmed,No,Non-Malicious
398,Unarmed,None,None,None,Unarmed,No,Non-Malicious
399,Unarmed,None,None,None,Unarmed,No,Non-Malicious
400,Unarmed,None,None,None,Unarmed,No,Non-Malicious
401,Unarmed,None,None,None,Unarmed,No,Non-Malicious
402,Unarmed,None,None,None,Unarmed,No,Non-Malicious
403,Unarmed,None,None,None,Unarmed,No,Non-Malicious
404,Unarmed,None,None,None,Unarmed,No,Non-Malicious
405,Unarmed,None,None,None,Unarmed,No,Non-Malicious
406,Unarmed,None,None,None,Unarmed,No,Non-Malicious
407,Unarmed,None,None,None,Unarmed,No,Non-Malicious
408,Unarmed,None,None,None,Unarmed,No,Non-Malicious
409,Unarmed,None,None,None,Unarmed,No,Non-Malicious
410,Unarmed,None,None,None,Unarmed,No,Non-Malicious
411,Unarmed,None,None,None,Unarmed,No,Non-Malicious
412,Unarmed,None,None,None,Unarmed,No,Non-Malicious
413,Unarmed,None,None,None,Unarmed,No,Non-Malicious
414,Unarmed,None,None,None,Unarmed,No,Non-Malicious
415,Unarmed,None,None,None,Unarmed,No,Non-Malicious
416,Unarmed,None,None,None,Unarmed,No,Non-Malicious
417,Unarmed,None,None,None,Unarmed,No,Non-Malicious
418,Unarmed,None,None,None,Unarmed,No,Non-Malicious
419,Unarmed,None,None,None,Unarmed,No,Non-Malicious
420,Unarmed,None,None,None,Unarmed,No,Non-Malicious
421,Unarmed,None,None,None,Unarmed,No,Non-Malicious
422,Unarmed,None,None,None,Unarmed,No,Non-Malicious
423,Unarmed,None,None,None,Unarmed,No,Non-Malicious
424,Unarmed,None,None,None,Unarmed,No,Non-Malicious
425,Unarmed,None,None,None,Unarmed,No,Non-Malicious
426,Unarmed,None,None,None,Unarmed,No,Non-Malicious
427,Unarmed,None,None,None,Unarmed,No,Non-Malicious
428,Unarmed,None,None,None,Unarmed,No,Non-Malicious
429,Unarmed,None,None,None,Unarmed,No,Non-Malicious
430,Unarmed,None,None,None,Unarmed,No,Non-Malicious
431,Unarmed,None,None,None,Unarmed,No,Non-Malicious
432,Unarmed,None,None,None,Unarmed,No,Non-Malicious
433,Unarmed,None,None,None,Unarmed,No,Non-Malicious
434,Unarmed,None,None,None,Unarmed,No,Non-Malicious
435,Unarmed,None,None,None,Unarmed,No,Non-Malicious
436,Unarmed,None,None,None,Unarmed,No,Non-Malicious
437,Unarmed,None,None,None,Unarmed,No,Non-Malicious
438,Unarmed,None,None,None,Unarmed,No,Non-Malicious
439,Unarmed,None,None,None,Unarmed,No,Non-Malicious
440,Unarmed,None,None,None,Unarmed,No,Non-Malicious
441,Unarmed,None,None,None,Unarmed,No,Non-Malicious
442,Unarmed,None,None,None,Unarmed,No,Non-Malicious
443,Unarmed,None,None,None,Unarmed,No,Non-Malicious
444,Unarmed,None,None,None,Unarmed,No,Non-Malicious
445,Unarmed,None,None,None,Unarmed,No,Non-Malicious
446,Unarmed,None,None,None,Unarmed,No,Non-Malicious
447,Unarmed,None,None,None,Unarmed,No,Non-Malicious
448,Unarmed,None,None,None,Unarmed,No,Non-Malicious
449,Unarmed,None,None,None,Unarmed,No,Non-Malicious
450,Unarmed,None,None,None,Unarmed,No,Non-Malicious
451,Unarmed,None,None,None,Unarmed,No,Non-Malicious
452,Unarmed,None,None,None,Unarmed,No,Non-Malicious
453,Unarmed,None,None,None,Unarmed,No,Non-Malicious
454,Unarmed,None,None,None,Unarmed,No,Non-Malicious
455,Unarmed,None,None,None,Unarmed,No,Non-Malicious
456,Unarmed,None,None,None,Unarmed,No,Non-Malicious
457,Unarmed,None,None,None,Unarmed,No,Non-Malicious
458,Unarmed,None,None,None,Unarmed,No,Non-Malicious
459,Unarmed,None,None,None,Unarmed,No,Non-Malicious
460,Unarmed,None,None,None,Unarmed,No,Non-Malicious
461,Unarmed,None,None,None,Unarmed,No,Non-Malicious
462,Unarmed,None,None,None,Unarmed,No,Non-Malicious
