Controller,CPU %,CPU Time,Memory Usage,Network Bytes Rate,Network Packets Rate,Network Connections
power,38.44225205693775,5152.958907674207,981.7014046950106,205.9167982833407,14.828997400510657,7.0
power,41.21741370792291,5067.109093363983,1019.5933512325716,201.172433468602,10.238709720571451,8.0
power,37.955764760614855,6415.597255663569,1024.4046561417974,208.2189203764782,6.12454354203211,8.0
power,40.14066855212863,6349.042182616492,1038.1861956493365,203.39215820184168,6.652993737895312,8.0
power,39.744983802391154,6199.137664258754,1069.879550565019,211.05849865099944,6.925078233885406,9.0
power,37.601234256658486,6359.901755178977,1052.4863123092125,204.58757381251,3.3716745956353185,8.0
power,40.7081692688638,6564.022031936637,1080.8124934583327,198.6294891953721,5.799444376404298,7.0
power,40.05458556042237,6173.943619132347,1088.8676180791408,203.0208729295373,8.781121873776673,6.0
power,39.179420989207,6341.575994466714,1082.2695649228087,206.5749351693462,9.073801197281885,7.0
power,34.99570481240801,6378.448906219804,1094.173254797009,215.7736147582161,5.035963164396183,6.0
power,40.2970253890512,5407.477808361235,1050.3114613707337,208.7699176719373,2.355662678741755,6.0
power,40.781523322628,6627.709680019849,1019.1631738192964,203.1718435240128,0.0,7.0
power,37.10709317499512,5750.506214180392,1012.182405722422,195.44182420327093,2.2340549282295026,6.0
power,39.549559752547694,6042.059174782668,967.6501072389688,193.2993117218758,1.7460076893086525,5.0
power,41.71944460835341,5649.037091015026,994.6945306681775,195.9033636748428,2.3042791619530982,4.0
power,41.15762417627661,6442.591203791256,998.058287596311,204.03280665085856,2.0766731671288854,3.0
power,39.89687095321746,6415.169497736324,1032.1535175626652,202.916183967176,0.0,3.0
power,38.1645874161262,6300.61801795065,1000.997778477388,199.89607358312136,0.5577674942202382,4.0
power,38.26242056628504,6118.866432642315,959.5480473977852,207.7399398286216,5.016501945177719,3.0
power,41.82356375156061,6427.985855028002,975.828728974236,211.87059363451823,2.6675188319814134,3.0
power,39.43617493417835,5387.856859806457,959.3525738027624,202.84804907767605,4.409748660064567,2.0
power,41.310988497163095,6432.342238691347,1007.7506603267308,210.3158105471098,0.7956334404865633,2.0
power,40.81121912292462,6044.628467340755,965.7929494346068,212.1214145570997,0.0,1.0
power,41.029834839051546,5361.08818857403,997.1697048357676,216.77076055811452,1.640738885118412,2.0
power,40.0590452912744,6523.559614068097,973.816475223199,209.8104415209017,2.71038556067987,2.0
power,42.94874870226829,6318.641278718706,1054.299333698432,213.82689394394035,14.618748426447368,5.0
power,36.24532645022236,5757.496071673456,1055.2048538967754,207.330424484804,10.835925465243836,5.0
power,37.57796087903132,6159.524220462453,1024.8622646034512,214.8846049963373,6.5804481242456845,6.0
power,43.10123986965988,6228.678796524812,1030.8879697657608,210.63259189775243,10.9009609057917,6.0
power,38.44225205693775,5152.958907674207,981.7014046950106,205.9167982833407,14.828997400510657,7.0
power,41.21741370792291,5067.109093363983,1019.5933512325716,201.172433468602,10.238709720571451,8.0
power,37.955764760614855,6415.597255663569,1024.4046561417974,208.2189203764782,6.12454354203211,8.0
power,40.14066855212863,6349.042182616492,1038.1861956493365,203.39215820184168,6.652993737895312,8.0
power,39.744983802391154,6199.137664258754,1069.879550565019,211.05849865099944,6.925078233885406,9.0
power,37.601234256658486,6359.901755178977,1052.4863123092125,204.58757381251,3.3716745956353185,8.0
power,40.7081692688638,6564.022031936637,1080.8124934583327,198.6294891953721,5.799444376404298,7.0
power,40.05458556042237,6173.943619132347,1088.8676180791408,203.0208729295373,8.781121873776673,6.0
power,39.179420989207,6341.575994466714,1082.2695649228087,206.5749351693462,9.073801197281885,7.0
power,34.99570481240801,6378.448906219804,1094.173254797009,215.7736147582161,5.035963164396183,6.0
power,40.2970253890512,5407.477808361235,1050.3114613707337,208.7699176719373,2.355662678741755,6.0
power,40.781523322628,6627.709680019849,1019.1631738192964,203.1718435240128,0.0,7.0
power,37.10709317499512,5750.506214180392,1012.182405722422,195.44182420327093,2.2340549282295026,6.0
power,39.549559752547694,6042.059174782668,967.6501072389688,193.2993117218758,1.7460076893086525,5.0
power,41.71944460835341,5649.037091015026,994.6945306681775,195.9033636748428,2.3042791619530982,4.0
power,41.15762417627661,6442.591203791256,998.058287596311,204.03280665085856,2.0766731671288854,3.0
power,39.89687095321746,6415.169497736324,1032.1535175626652,202.916183967176,0.0,3.0
power,38.1645874161262,6300.61801795065,1000.997778477388,199.89607358312136,0.5577674942202382,4.0
power,38.26242056628504,6118.866432642315,959.5480473977852,207.7399398286216,5.016501945177719,3.0
power,41.82356375156061,6427.985855028002,975.828728974236,211.87059363451823,2.6675188319814134,3.0
power,39.43617493417835,5387.856859806457,959.3525738027624,202.84804907767605,4.409748660064567,2.0
power,41.310988497163095,6432.342238691347,1007.7506603267308,210.3158105471098,0.7956334404865633,2.0
power,40.81121912292462,6044.628467340755,965.7929494346068,212.1214145570997,0.0,1.0
power,41.029834839051546,5361.08818857403,997.1697048357676,216.77076055811452,1.640738885118412,2.0
power,40.0590452912744,6523.559614068097,973.816475223199,209.8104415209017,2.71038556067987,2.0
