heading,rudder angle,rudder power
92.57785631720179,1.6838505324897504,20462.111133624523
92.631301395892,2.0051426601257836,24336.817300871127
92.68698041319935,2.5316428302247775,22574.0994921404
92.74488190705435,3.203033180590183,22169.386837508373
92.80498186192249,3.551359263531446,22819.823601028813
92.86724416696104,3.864606371808592,21656.000682751423
92.9316210825287,4.31247484683697,22825.82127313926
92.99805370845803,4.741123134382907,21638.478281479132
93.0664724469328,5.056631857812366,22658.925411534434
93.13679745238422,5.314384415221955,20507.381137028045
93.20893906054478,5.680532594043021,22417.97401188654
93.28279818867557,5.674625075998933,22935.025725948803
93.35827094248988,6.045616660887853,23126.772824812902
93.43525661257107,6.343894035981667,21461.494244611633
93.51365755155483,6.598042903305912,23636.56460427376
93.59337904786086,6.638477413262521,22627.8767067572
93.67432919716492,7.016906987428942,23204.303644007632
93.75641877265281,7.075213024793789,22642.81079140082
93.83956109496523,7.383344514337617,24490.512355793562
93.92367190261903,7.404466553474534,22574.640632233473
94.00866922358341,7.6229731049275165,22390.61613224944
94.09447324858887,7.886564025543582,24149.06012333971
94.18100620666104,8.036376586424458,23225.60035182059
94.2681922432915,8.243497478994824,23962.49991935852
94.35595730158768,8.223403160561654,21994.002274996335
94.44422900668222,8.344732899632808,22887.400318752425
94.5329365536263,8.595583701947962,23939.450541026108
94.62201059894335,8.619631816161947,22623.524767197123
94.71138315597588,8.755395856530718,22981.758592348502
94.80098749412176,8.586492809579811,22944.002564929233
94.89075804202247,8.734793183730497,23180.00973903583
94.98063029473855,8.87795031263318,22713.814971357795
95.07054072492178,8.978374847543586,23294.06153312832
95.16042669797422,8.816409807411604,23004.75366446314
95.25022639116561,8.989857523823819,23514.540196953603
95.33987871666528,9.026967968643838,24689.36952556265
95.42932324843355,8.802570914877728,21478.473474538405
95.51850015290704,9.040741294404706,22447.97518774798
95.60735012340349,9.016227924787946,21818.867609276353
95.69581431816616,8.769910178627002,22030.493763291994
95.78383430196332,8.888405546773233,21478.185252178973
95.87135199115411,8.7313195527218,22157.449566421525
95.95830960213105,8.74828065484851,24559.526582633185
96.04464960304718,8.478266521701972,21713.59998406934
96.13031466873747,8.329515736330071,22457.238820968436
96.21524763874277,8.165797700978187,23739.683896594084
96.29939147834834,8.20135883284452,24513.58632368677
96.38268924254879,8.135035970586506,20447.99041259216
96.46508404285632,7.854913710501533,21904.001016857055
96.54651901686972,7.760926303579345,20903.509622572692
96.62693730052753,7.311903619712383,22859.65493397426
96.70628200297043,7.306568868229084,22846.568925139178
96.78449618394387,6.909888806242493,22312.827369939158
96.86152283367453,6.816965860784224,21540.843031189663
96.93730485516026,6.580694230547823,21651.885111943633
97.011785048817,6.250696116614578,23293.79075381432
97.08490609943046,6.025056179908503,21469.869831023432
97.15661056536621,5.692551450579053,21640.531952945646
97.22684086999655,5.439461477585909,21374.70250092993
97.29553929530631,4.979937429502284,21876.32950970727
97.36264797764565,4.780700018965763,23933.036082148777
97.42810890560335,4.433266354525374,22312.4390356348
97.49186391997682,4.065949531121725,22761.68685370176
97.55385471582242,3.6678124529397267,22237.74495607465
97.61402284657244,3.431515522163148,23726.511099686
97.67230973021049,2.856463754276344,21089.38891602082
97.72865665750189,2.3413243035157896,22187.056410530375
97.7830048022793,2.0419938655711394,22619.531420237687
97.83529523378873,1.438460452993459,21711.24489385374
97.8854689311047,1.0380227712099679,23630.321090965164
97.93346679962792,0.6324443526560644,23176.854311094157
97.97922968968189,0.1272129787841396,23116.449120236055
98.02269841722878,-0.2920431174639781,21682.148496505844
98.063813786729,-1.0279702992085893,22643.495344274826
98.10251661617008,-1.373168548390586,23475.881476856444
98.1387637623205,-1.8729517842691912,21378.968291557063
98.17252818087067,-2.074690274622778,24298.21230177696
98.20379896648252,-2.662022170942119,23078.02745447742
98.23258136950747,-2.9986115895392413,21742.035216435266
98.25889678755253,-3.1176316926932657,23438.510268666596
98.28278273141375,-3.399832154187597,24080.342056064113
98.30429276613455,-3.5620273714068276,21577.756007182405
98.32349642905218,-3.8887522198661113,22811.633210901717
98.34047912765773,-3.8846245111596502,23032.280029013145
98.35534202088377,-4.203148453889989,21269.60137207025
98.36820188804201,-4.158461691326753,23342.040742399684
98.3791909900408,-4.053662648171413,21599.565138428847
98.38843997132642,-4.104948591578466,21316.786785764558
98.39607782983859,-4.261209658967266,21869.636125803492
98.402231901449,-4.097658926878687,22880.01568816406
98.40702785695808,-4.052527072509542,22565.161052541665
98.41058970990886,-4.198717758421036,22733.001968261295
98.41303983363987,-4.1429653839962555,23155.824958148733
98.41449898615234,-4.098677810671994,22830.03171781785
98.41508634150584,-4.012708714482302,22275.965391076643
-258.18901578445804,-3.668348579847599,22677.957238383584
-258.1898206488544,-3.5602176116505597,24194.90487531311
-258.1911489035234,-3.725200556138517,23286.281606121636
-258.1928873038292,-3.6895579071337252,22660.759617025702
-258.1949239708722,-3.9566870573667994,22617.97893660969
-258.1971483415376,-4.55056358033063,23326.048021008966
-258.1994511180263,-5.0516716260713475,23726.536396714637
-258.20172421740523,-5.570518748762215,22197.161771127896
-258.20386072166013,-6.345294880260655,23605.660149149906
-258.2057548286773,-7.323370346140866,21403.363695154883
-258.2073018045382,-7.763596549814592,22115.405421938995
-258.20839793746677,-7.908044234888295,24309.437277774236
-258.2089404937328,-8.221063538354793,21106.92575335932
98.39510763526033,-8.432629580481521,24137.70370396738
98.39597672820979,-8.410249635052532,22143.684018345506
98.39770213688439,-8.649828218478774,23877.71345844777
98.40038307579957,-8.729277010056062,23590.207982728076
98.40411796405301,-8.972262892224192,22554.6222689727
98.4090044529135,-9.072138261648487,22208.856703547473
98.41513945006359,-9.310491578201914,22782.41458171466
98.4226191403687,-9.397188688287484,23291.959295166143
98.43153900305522,-9.52820606409857,23290.53896971116
98.44199382519042,-9.464707614072244,22217.291737975545
98.45407771136442,-9.540252198907814,22008.623303676886
98.46788408948157,-9.638835154820445,22433.185156116462
98.4835057125741,-9.652999987353905,22787.977870598075
98.50103465655556,-9.699575535328858,21576.91484853216
98.52056231383551,-9.710663888355194,22780.456435037795
98.54217938272048,-9.812837603983013,22854.60293427719
98.56597585252914,-9.655495859103358,22662.93962291812
98.59204098435109,-9.689884942319699,23026.372989088326
98.620463287383,-9.768245423462961,23422.22383208491
98.65133049077566,-9.669371509360921,22079.209465662523
98.68472951092944,-9.523500011941657,21503.63231537504
98.72074641417706,-9.337799058838256,23787.134347821593
98.75946637479576,-9.111130168110707,23555.635197840755
98.8009736282929,-8.751646419586637,21474.362234033866
98.8453514199145,-8.561142712335602,21542.04986281292
98.8926819483265,-8.163949332892033,21994.01434697308
98.94304630442815,-7.8972371865120286,22236.866288729958
98.99652440525763,-7.700540211138665,20576.85718450129
99.05319492295953,-7.189209040273151,23200.046698422728
99.11313520878996,-6.81882711192373,20484.781070781024
99.17642121214294,-6.456496189363557,22257.287151696062
99.24312739459327,-5.999908090932253,21791.79962363107
99.31332663895955,-5.378437255029711,21774.65775040848
99.38709015340497,-4.737765145909841,22474.174093738067
99.4644873706068,-4.280987765568774,22548.76547018931
99.54558584204035,-3.8084920937127387,22100.43414488503
99.6304511274412,-3.140837484092217,22949.431526280445
99.71914667952589,-2.396976032837127,22971.07073922177
99.81173372407426,-1.7026551881634366,22539.04494597834
99.9082711354963,-0.9916391835210483,22113.15929427157
100.00881530803194,-0.20826508568344979,23252.905060590765
100.11342002275653,0.5919426411479433,21794.238936217884
100.22213631059302,1.2088362465492504,23105.45626825427
100.33501231156137,2.093936477941672,21468.77515704204
100.45207399335061,2.778426851554797,23128.475798889922
100.57332585621062,3.3978240211428217,23296.41773447448
100.6987517029751,4.134191397822666,21364.473032906346
100.82831546623424,4.819149618338116,21903.122356445256
100.96196208282299,5.3072189009268955,20874.993775793893
101.09961840408322,5.89142607939451,21525.931819568796
101.24119412884001,6.707877722323468,21668.302368391818
101.38658274472769,7.109832667495927,22509.72927817919
101.5356624624474,7.566859009713325,22191.380265994623
101.68829712673947,8.089644766031977,21284.965595707912
101.84433708733266,8.371089020266274,21941.632586057603
102.00362001287795,8.939735352651489,22006.733609483977
102.16598932405721,9.512763163143811,23498.716756204787
102.33129401250542,9.700926491414693,23355.786638757898
102.49938845006068,10.332154956708408,22754.334774573315
102.67013219049234,10.504233356503416,21417.640304818662
102.84338976562707,10.92607881478699,22023.587090975263
103.01903047757371,11.494580268989312,22376.229711652973
103.19692818855093,11.892394042687322,22570.12706972063
103.37696110963903,12.168340118700668,21393.86365663657
103.55901158961223,12.547130091704899,22388.73759671982
103.74296590485457,12.895617751515557,23855.84420948602
103.92871405122645,13.262369813535937,23876.8357721613
104.11614953862114,13.513847089312552,20212.45276714222
104.30516918883991,13.66569406319191,21765.367018060755
104.49567293730952,14.014387985573766,22575.629220286555
104.68756363907553,14.452778536075774,21024.747434399018
104.88074687942046,14.559918756360798,23528.927183639957
105.07513078938281,14.83565993357338,22085.934417589146
105.27062586638621,15.127385688519762,22335.509198592932
105.46714480012933,15.355634999163408,22825.215530400295
105.6646023038349,15.620803221420076,22340.90932643745
105.86291495091065,16.02518072210512,21028.50939956952
106.06200101703396,15.977426866015461,21597.09507404417
106.26178032763768,16.3245038081023,22154.20562148661
106.46217411074295,16.625199617285833,22456.036343626958
106.66310485505919,16.788970805704366,23385.3882529084
106.86449617324881,16.96238018157931,22779.749930057147
107.06627267023426,17.11674902773475,22878.84367559318
107.26835981641001,17.22778912987505,21525.22741140581
107.47068382560788,17.288812242171712,20387.135970387997
107.67317153765403,17.279946123063098,21900.593001511323
107.87575030534624,17.534805318900744,22559.686968578964
108.07834788567475,17.42054190385525,21356.02716980623
108.28089233510414,17.630424540642444,23182.82338488347
108.48331190873066,17.655885185567058,21910.275815366305
108.6855349631274,17.756768531856732,20897.748388160613
108.88748986268916,17.662879071799924,23768.074862776215
109.08910488928906,17.86888624272549,24192.08612612886
109.29030815506019,17.820935526608547,23654.001273998452
109.49102751811733,17.70947526016983,22277.055922094736
109.69119050103788,17.96699011596314,21244.396407379318
109.89072421192245,17.81798762586789,23925.090057993628
110.08955526786131,17.90095830971531,21655.832243571407
110.28760972063739,17.78646492201653,21519.98299004835
110.48481298449943,17.776509551224606,22109.305927448277
110.68108976584665,17.700685202056988,22550.873936983004
110.87636399466997,17.493833167803484,24116.989669716368
111.07055875760202,17.47109431234791,22769.691910674712
111.26359623243269,17.3149402057493,21226.809174719237
111.45539762395573,17.15108240669115,20780.577185716455
111.64588310101512,17.02248353712176,23616.27661054348
111.83497173463081,16.961381938872996,21611.676063584357
112.02258143708637,16.697191953665797,23348.480736116227
112.20862890187108,16.591700178591164,22572.952105936023
112.39302954437572,16.373365402414983,24588.872183713935
112.57569744324834,16.09917230807151,21228.318294885456
112.75654528232435,15.949881380321408,22846.18973042531
112.93548429305487,15.661344485334542,21037.399134999487
113.11242419736341,15.341092836075603,23358.07894524397
113.28727315087191,15.084646306805537,20541.585094468497
113.45993768644463,14.736307889149659,21985.527820208325
113.63032265800989,14.5079123769629,22315.44518309907
113.79833118462696,14.121311519791735,21699.499641024307
113.96386459477912,13.985838216626547,21271.874889495833
114.1268223708822,13.538220444984974,23545.09252823389
114.28710209401153,13.067134443119272,24562.973368384926
114.4445993888613,12.83729377857772,21537.271883456007
114.59920786896417,12.413558827204204,23027.715833882667
114.75081908221266,12.101430217865913,21319.893508394307
114.89932245673879,11.756701136756165,23371.301077332446
115.04460524722377,11.116108517410034,22187.582105105455
115.18655248172719,10.724204680866661,23482.650528230388
115.32504690914212,10.275628885483606,24617.565361234574
115.45996894740308,9.790391522322585,22927.93588841229
115.59119663259374,9.258516087464333,24735.280111758904
115.71860556912227,8.943296779995672,22019.032559702995
115.84206888115936,8.269654110402145,22539.79862446138
115.96145716555507,7.913050886712318,21698.867489061366
116.07663844648116,7.288232945010745,21718.22833130748
116.18747813207355,6.8704963645773045,23365.29922180423
116.29383897338086,6.360885315357531,21906.65074563678
116.39558102595878,5.780278963372071,22818.502656352677
116.49256161448578,5.214874051337255,23960.173158937716
116.58463530081454,4.6272897303917615,22974.701376020916
116.67165385591427,4.017262437389917,22706.30168954554
116.75346623620177,3.2781194647634213,20870.746778776505
116.82991856480815,2.5471384235044985,21335.719617205268
116.90085411837555,2.0524800524196785,21848.392870470532
116.96611332003143,1.0892574775435144,20947.033008302213
117.02553373924486,0.5602735042377539,22075.769176735976
117.0789500993262,-0.20169829375158727,21602.88687129072
117.12619429339567,-0.891482610483608,22899.52531858219
117.16709540971065,-1.5547302168818675,22795.95932278315
117.20147976730922,-2.326810951866031,21821.900438987683
117.22920567911294,-2.800557318355192,22268.89471056841
117.25016401186463,-3.449601968253173,21539.049156545956
117.26427869612198,-4.153756612797117,23568.713901516287
117.27150718043833,-4.542995260566489,21281.177745683355
117.27184082687596,-5.246406005319454,21740.15571448451
-239.33863006301635,-5.60042060945784,22453.97500209398
-239.351974722336,-6.229416245226824,23365.232953011477
-239.37203355260596,-6.469205821628826,22234.15081398003
-239.39867668746797,-7.178702242374058,21255.597541633593
-239.43173914039565,-8.072333203330233,22816.9039813872
-239.4710206562384,-8.747924911904763,22385.280751039496
-239.51628556154273,-9.95402749641833,22452.515566552876
-239.56730032872062,-11.092471495477902,20977.234775155048
-239.6238336379121,-12.256021638036499,21679.074323800047
-239.68565640548692,-13.468221707505592,22260.586375099163
-239.7525417823658,-14.758767604124374,24275.053780003822
-239.8242651250361,-15.512044787263854,21005.090985019116
-239.90060394185218,-16.141276729495612,21941.417907518276
-239.98133781695097,-16.98784683298866,23659.699723110756
-240.06624831386864,-17.644979199538067,21589.661963509363
-240.15511886072298,-18.30387786029318,23003.5057305363
-240.24773461861417,-18.940650106167713,23953.214936431847
-240.34388233470486,-19.317787054114504,22814.3947383573
-240.4433501812636,-19.951111689627098,23002.596144899122
-240.54592758178308,-20.727107295801854,22231.281556178954
-240.65140502513418,-21.190164954809347,23433.37674849569
-240.75957386856828,-21.898701006421245,21358.949703045466
-240.87022613024655,-22.30936151216408,23678.150434936837
-240.98315427184676,-23.04575796647116,23259.85567215382
-241.09815097167873,-23.651973895404144,23242.81655432621
-241.21500888862698,-24.29707175717086,21250.567838718045
-241.33352041713542,-24.56385218585943,21785.839459746
-241.45347743334287,-25.219706909467845,22896.2560085672
-241.57467103238955,-25.888980117724287,20659.394105318333
-241.69689125681842,-26.317004271417094,21834.49700858137
-241.81992681590845,-26.710238295271324,23962.757665967405
-241.94356479569578,-27.251688536912045,24009.44646958703
-242.0675903593543,-27.966247061236924,22049.07351010355
-242.19178643752838,-28.22844117127707,20870.793805287445
-242.3159334081351,-28.676484281901907,23227.026630005224
-242.4398087650767,-29.340505314454933,21496.697323688895
-242.56318677522862,-29.75546788640154,21154.04874191867
-242.68583812299622,-30.0409073059121,20970.38785748432
-242.80752954166053,-30.73281802460888,22329.279141598916
-242.92802343065725,-30.963112095546276,22113.029968425522
-243.04707745786607,-31.30427222490218,22773.64278952399
-243.16444414591015,-31.95506855882341,21892.119378448126
-243.27987044139468,-32.304878661793495,22366.41660159392
-243.39309726594166,-32.61698621281211,22284.455809935676
-243.50385904780427,-33.089856722921574,23334.177830224307
-243.61188323277244,-33.423848770834084,22520.09270697818
-243.71688977301025,-33.79292986273822,21770.836898774003
-243.81859059239525,-34.13658177581884,22502.598158666337
-243.91668902685976,-34.551109669282816,22478.864568425768
-244.01087923817335,-34.907727476699385,23902.970502635428
-244.10084559953708,-34.999328317819646,21038.08712221253
-244.18626205131068,-35.56325849598478,21369.370541426568
-244.26679142513927,-35.88563158578488,24479.67269903885
-244.34208473471045,-36.01794719059641,23227.81008883703
-244.4117804313424,-36.27238962908729,21794.683121221176
-244.47550362259378,-36.72669349130101,22464.79249872862
-244.53286525209197,-36.778624637524715,23168.901453607625
-244.58346123880938,-37.10688352870098,24026.26446851034
-244.62687157408087,-37.481708660078056,21283.31019554657
-244.66265937475112,-37.482387171391785,23200.296510238622
-244.69036989099476,-37.907629738584376,22492.23230990368
-244.70952946754247,-37.98760401608235,23074.88029962586
-244.7196444573277,-38.209878114902295,21903.55397599697
-244.72020008691018,-38.37509848003548,22282.15908218881
111.89327603755285,-38.53202628081872,23098.715288621785
111.9134739171573,-38.991404911696925,21246.180750589985
111.94491430446458,-38.900190266835885,21836.41824376722
111.98820878226978,-39.07089136850113,22535.05161229262
112.04399643950579,-39.44540870762991,22296.209984520137
112.11294527367261,-39.3324383439641,21435.23661391906
112.19575362487411,-39.700665227043736,22309.246088349275
112.2931516335852,-39.64554976708957,24180.73381601105
112.40590271195775,-39.94017110866451,23232.871330287373
112.5348050157288,-39.880354306392825,24319.76749262205
112.6806929005098,-40.14384495300198,22114.39350852198
112.84443834236781,-40.045569668659176,23530.433262145656
113.02695229804225,-40.109877992413246,22430.045064947342
113.2291859747916,-40.367317662441025,22102.817078586388
113.45213197362841,-40.44274883009808,21026.146939820206
113.69682526246021,-40.19348315804955,21886.727411880172
113.96434392731406,-40.14981572447185,22731.288689389996
114.2558096402661,-40.21031635358979,23674.03428542618
114.57238777183711,-39.869523027844295,22023.176847914994
114.91528706338258,-39.67550383222576,21897.91148861867
115.2857587613572,-39.444685081370466,22998.887093082954
115.68509510031123,-39.46564406844747,20484.075160624798
116.11462700516329,-38.95498046586683,22894.618484487903
116.57572086593488,-38.50546802344279,22219.100236248454
117.06977422006803,-38.274390456071636,22794.168957950074
117.59821015929842,-37.73659007263646,22935.66279443266
118.16247026060199,-37.32553626142923,22956.35734308448
118.76400582516824,-36.827609454010194,22505.226091044027
119.40426719719487,-36.27603247082597,22868.411007313072
120.08469092753087,-35.61390817441464,22579.166968348552
120.80668454832514,-35.1178607196471,21807.37042986022
121.57160873687158,-34.3825453081466,22862.646489607734
122.38075667333258,-33.534484221134356,21360.988417306176
123.23533044195634,-32.81844448378993,22443.981637480825
124.13641439303265,-32.02532347235016,22224.36723116058
125.08494547736326,-31.311914700859834,23002.1811581574
126.08168069019209,-30.310615046057926,22872.329853257637
127.12716191991517,-29.572865473879215,21345.93002340088
128.22167868907925,-28.61959732738897,21794.585669956257
129.36522949882234,-27.434894186419157,22217.72737374089
130.5574827366278,-26.59937742725189,22078.08501360824
131.7977383696197,-25.597464412324715,21057.604832121884
133.0848919044346,-24.524835388100723,24139.921188488202
134.41740232682002,-23.163880470245296,22345.496350871763
135.79326591115102,-22.000556120314876,24269.28806623731
137.20999788024142,-20.924610722685063,22599.12119994383
138.66462386715602,-19.648715859820076,22171.469858812085
140.1536829554513,-18.505439596379713,23658.362631450043
141.6732437341522,-17.16939413918673,22796.48908091513
143.21893429561348,-15.58025086904666,24699.196146354083
144.78598644447905,-14.420887717507275,21941.589100919642
146.3692936122029,-13.260438321721153,22065.05535595445
147.96348114268378,-11.886624141582425,22359.571368257
149.56298680468834,-10.504318545654563,21575.016256752617
151.16214867709832,-9.105986911793053,23156.74509681875
152.75529702035348,-7.921681568246508,22112.16417063403
154.3368464524736,-6.595910716473587,23083.578318449123
155.90138472528594,-5.189107420854835,22810.382409873644
157.4437546487111,-3.6750542823734427,22150.60572922851
158.95912620842947,-2.186853901445033,23317.21546434248
160.44305660803784,-0.5978145896098559,21695.063380495943
161.89153676589305,0.6712168013817633,20345.69048568465
163.30102362802867,2.386824751771092,21214.619001474366
164.6684584457574,3.740846006056636,23249.532975243786
165.99127184821324,5.245509094429901,23466.00838757183
167.26744235316252,6.957705597644163,22206.28366638006
168.49549319741922,8.16578064949716,20593.827357990318
169.6744756381382,9.595833984748287,22460.71142459436
170.80394120604146,11.044489544691361,22841.261160936527
171.88390552090718,12.625796619510197,21751.889155507037
172.91480622085788,13.908393136239283,23418.890490863578
173.89745735552654,15.079343321105435,22065.156340301168
174.83300229680887,16.521511287656548,21021.561940776042
175.72286687372286,17.599578258538195,20797.930669559486
176.5687140767646,18.934481722598985,23472.327116582914
177.3724013298946,20.20675561439621,20326.782093862785
178.13594101377856,21.431131233226832,21333.31138166723
178.86137955063026,22.303907896540725,22330.256153181337
179.5507683636358,23.62915913368049,23303.912428625274
180.20614048911307,24.629518208680704,22802.982445124155
180.82949211066526,26.045184730192275,23674.963221019876
181.4227683154583,27.13629836022732,22939.301458609913
181.9878524237075,28.178242771111993,21020.559339176612
182.5265583044479,29.335808152807356,22288.002307767136
183.04062515709774,30.524749297803304,21581.757258491038
183.53171430465218,31.621120900932105,21688.594035578673
184.0014076075992,32.446027236354006,22563.564590171343
184.45120716604418,33.632631022122,21700.280981845804
184.88253603017108,34.60006307666898,23455.843892738125
185.2967396857087,35.908566808222375,22427.89432922258
185.69508812163113,36.88155406824399,21762.451188733954
186.0787783222092,37.908814190853626,21802.009928164673
186.44893705523384,39.017855266861304,23680.49923247482
186.80662385329373,40.096244631227194,22251.968075979137
187.15283410595518,40.92951987585974,20934.570236802363
187.48850219812084,41.98026538456612,23534.569424428875
187.81450464420936,43.13774769116274,22234.56607953004
188.13166317958982,43.882304239899554,24305.626011182656
188.44074778029722,44.820706891626635,21682.943837170707
188.74247958982846,46.06473120956086,23151.298802441594
189.03753373805597,47.00873601053671,21046.41151824786
189.32654204227978,47.92849407164725,24264.251739867806
189.61009558438042,48.84788541616505,23520.8015425398
189.88874716112232,49.75956480286307,22849.343114613992
190.16301360704986,50.712065173811716,23168.8389337029
190.4333779912503,51.69071910689478,22216.32061073486
190.7002916906255,52.41648186194471,20884.927548446856
190.9641763433233,53.29376118273013,21171.78559603725
191.22542568669112,54.356881029745544,22062.73101829529
191.48440728459374,55.08463537333675,22668.54472934624
191.74146414923496,55.9747318287154,20618.363202364635
191.99691626277655,56.80137386827132,22927.540223398595
192.2510620040874,57.893539262173284,22259.97635968934
192.5041794859211,58.55429508117411,24530.89799005592
192.75652780770614,59.48632641086702,21898.779547297152
193.00834822899137,60.32260142275759,21590.872236319414
193.25986526839534,61.15943533091228,21923.259088933748
193.51128773271054,61.80957912570567,21056.944045591852
193.76280968058836,62.74056204660007,22203.607987876414
194.01461132500182,63.45213270045075,22763.838814879033
194.26685987845855,64.14933661047017,23514.424202815302
194.51971034470247,65.08795385678846,24138.978586103098
194.7733062604233,65.6895981026074,23093.97849711476
195.02778039027226,66.38592660581217,24332.42179566118
195.2832553782741,67.31530792048946,20802.4823320244
195.53984435852854,67.88230849514086,21566.911576655843
195.79765152789707,68.71462254143967,21993.374477473666
196.05677268319775,69.2863539804086,21419.45816831902
196.31729572525518,69.98430380905504,24242.073995143284
196.57930113199492,70.73144849024072,21274.889406490754
196.84286240262063,71.42111458023805,23282.666741755165
197.10804647477173,72.01500495337268,21299.707136462388
197.37491411642625,72.69946063961389,24111.12821685981
197.6435202941941,73.35483748383712,23645.290306147544
197.91391451952651,74.1565083411756,22655.762774868235
198.1861411742667,74.60173512053511,23120.306351453874
198.46023981686162,75.1976713902899,21484.34996810895
198.73624547046862,75.84624995124345,23498.404021321854
199.01418889410107,76.6240354276689,20579.11383315611
199.29409683787878,77.1271112388907,23729.102902578947
199.5759922833764,77.69181553770383,22356.605463589436
199.85989466999462,78.19414586715736,23380.79666407616
200.14582010821385,78.76230095311443,21306.99029700974
200.43378158053417,79.52994255149187,20980.695902692256
200.7237891308483,80.03365301370084,21983.576638536593
201.01585004294583,80.62312446808951,21079.318965990573
201.30996900879984,81.08441655101926,22949.958882651907
201.60614828724223,81.61011344518131,24359.488686981294
201.90438785359538,81.92125771692551,21115.635724633543
202.20468554079142,82.70027990080312,20849.908337015
202.50703717247242,82.94140260229113,21116.261214907496
202.81143668853522,83.43215397352742,23053.92074792278
203.11787626355573,83.92932345979428,21290.300247669747
203.4263464184958,84.38705737620718,22836.204081482378
203.736836126075,84.80314512801208,22062.0798141059
204.049332910162,85.28573228905279,22418.37050468691
204.36382293951877,85.9130321698124,22423.544952365228
204.68029111621223,86.19406018047566,23553.72005644914
204.9987211589851,86.60552145104919,21958.276031281093
205.31909568186293,87.09482623983746,21160.961716773265
205.64139626825724,87.41689714076219,21588.63904749632
205.9656035408042,87.6350390404597,21671.49712592587
206.29169722717276,88.08759559213168,20537.997664486895
206.6196562220535,88.5945531216476,22005.27481361472
206.94945864553253,88.89410616724123,20828.607075944612
207.28108189804084,89.20914740702098,22283.14952815964
207.6145027120578,89.54225478660466,23358.58094056933
207.94969720073823,89.90033096201687,22405.68743814566
208.28664090362338,90.11269406943639,22823.447702052123
208.62530882958413,90.2931976706438,23222.965418344455
208.96567549713998,90.5823886038202,24453.067180194746
209.307714972285,91.0277898963015,22374.02269734657
209.65140090395008,91.18871614825662,21286.097176002564
209.99670655721718,91.39813063999394,21628.8713937005
210.34360484440015,91.69422336554716,21890.29832298052
210.69206835409705,91.9422458078526,22325.039794219705
211.04206937831347,92.26328432508755,21484.736823343243
211.3935799377542,92.439167004548,22628.864314884308
211.74657180536857,92.64111077705158,22903.088702899928
213.0915830152123,92.8600570466069,22278.24091808289
213.44745193485306,93.14934099266958,23000.1944801894
